ResponseId,MainBranch,Employment,EdLevel,OrgSize,YearsCodePro,YearsCode,DevType,ConvertedCompYearly,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,NEWCollabToolsHaveWorkedWith,OpSys,Age,Gender,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,CodingActivities,NEWCollabToolsWantToWorkWith
64956,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,10 to 19 employees,4,6,"Developer, full-stack;Developer, QA or test;System administrator",16392.0,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;Rust,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Python;TypeScript,Elasticsearch;MongoDB;PostgreSQL;Redis,Elasticsearch;PostgreSQL;Redis,AWS;Docker;Linux;Microsoft Azure,AWS;Docker;Linux;Microsoft Azure,Django;jQuery;React.js;Vue.js,Angular/Angular.js;Django;React.js,,Linux-based,25.0,Man,Ansible;Node.js,Ansible;Node.js;React Native,Hobby;Contribute to open-source projects,
65002,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","5,000 to 9,999 employees",9,16,"Developer, full-stack;Developer, mobile",32784.0,HTML/CSS;Java;JavaScript;TypeScript,JavaScript;Kotlin;Python;R;TypeScript,Microsoft SQL Server;Oracle;PostgreSQL;SQLite,MongoDB;PostgreSQL;SQLite,Android;Linux;MacOS;Slack,Android;Google Cloud Platform;IBM Cloud or Watson;iOS;Linux;MacOS;Slack,Angular/Angular.js;jQuery;React.js,Angular/Angular.js;jQuery;React.js;Vue.js,,Linux-based,32.0,Man,Node.js,Flutter;Node.js;Pandas;React Native;TensorFlow,Hobby;Contribute to open-source projects,
65014,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Associate degree,2-9 employees,32,42,"Developer, full-stack;Developer, game or graphics;Educator",122936.0,Bash/Shell/PowerShell;HTML/CSS;JavaScript,Bash/Shell/PowerShell;HTML/CSS;JavaScript;TypeScript;Other(s):,MongoDB,MariaDB;MongoDB,AWS;Linux,AWS;Docker;Linux,Express;React.js,Express;React.js,,Linux-based,52.0,Man,Ansible;Node.js,Ansible;Node.js,Hobby;Contribute to open-source projects,
65101,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,5,6,"Developer, back-end;DevOps specialist;Engineering manager;System administrator",13116.0,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL,Bash/Shell/PowerShell;Dart;Elixir;Go;HTML/CSS;JavaScript;PHP;Python;SQL,MariaDB;MySQL;PostgreSQL;SQLite,MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,Android;AWS;Docker;Linux;Slack,AWS;Docker;Kubernetes;Linux;Slack,Angular/Angular.js;React.js;Vue.js,Django;Flask;React.js,,Linux-based,24.0,Man,Cordova,Flutter;Hadoop;Node.js;Pandas;TensorFlow,Hobby;Contribute to open-source projects,
65155,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","5,000 to 9,999 employees",8,10,"Developer, full-stack;Developer, mobile;Developer, QA or test;Engineer, site reliability;Student",361596.0,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Objective-C;PHP;SQL;Swift;TypeScript,JavaScript;Scala;TypeScript,DynamoDB;Elasticsearch;Firebase;MongoDB;MySQL;PostgreSQL;Redis,DynamoDB;Elasticsearch;Redis,Android;AWS;Docker;Google Cloud Platform;iOS;WordPress,Android;AWS;Docker;Google Cloud Platform;iOS,Angular/Angular.js;Express;jQuery;Laravel;React.js;Vue.js,Express;React.js,,MacOS,26.0,Man,Node.js;React Native,Node.js;React Native,Hobby;Contribute to open-source projects,
65167,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees",6,8,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, mobile",22944.0,Bash/Shell/PowerShell;C;C#;Java;JavaScript;Python;SQL,Bash/Shell/PowerShell;C#;Java;JavaScript;Python;Ruby;SQL;TypeScript,MongoDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,MongoDB;MySQL;Oracle;PostgreSQL;SQLite,Android;Google Cloud Platform;Linux;MacOS;Slack;Other(s):,Android;AWS;Docker;Google Cloud Platform;Heroku;iOS;Kubernetes;Linux;MacOS;Microsoft Azure;Slack;Other(s):,Express;Flask,Angular/Angular.js;ASP.NET;Django;Express;Flask;React.js;Ruby on Rails;Spring;Vue.js,,MacOS,26.0,Man,.NET;Node.js;Xamarin,Apache Spark;Cordova;Hadoop;.NET;.NET Core;Node.js;Pandas;TensorFlow;Xamarin,Hobby,
65220,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees",8,15,"Developer, desktop or enterprise applications",65568.0,Bash/Shell/PowerShell;C;C++;Java;Python;R,Bash/Shell/PowerShell;C;C++;Python,,,Docker;Linux,Docker;Linux,,,,Linux-based,30.0,Man,,,Hobby;Contribute to open-source projects,
65228,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,2-9 employees,3,6,"Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack",13116.0,,,,,,,,,,Windows,20.0,Man,,,Hobby;Contribute to open-source projects,
65232,I am a developer by profession,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,13,15,"Developer, back-end;Developer, desktop or enterprise applications;Engineering manager;Product manager",,Bash/Shell/PowerShell;Java;Python;SQL,Bash/Shell/PowerShell;Java;Python;SQL,Oracle;PostgreSQL,PostgreSQL,AWS;Linux,AWS;Linux,,,,Linux-based,,Man,,,,
65287,"I used to be a developer by profession, but no longer am",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees",3,8,"Developer, back-end",,Java;JavaScript;Scala;SQL,Java;Kotlin;Scala,Cassandra;MariaDB;MySQL,Elasticsearch;MariaDB;PostgreSQL;Redis,Docker;Kubernetes;Linux;Windows,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;Slack,Spring,Spring,,Windows,26.0,Man,Ansible,Apache Spark;Hadoop;TensorFlow,Hobby;Contribute to open-source projects,
65293,I am a developer by profession,Employed part-time,Some college/university study without earning a degree,20 to 99 employees,Less than 1 year,5,"Developer, back-end;Developer, embedded applications or devices;Developer, game or graphics;Developer, mobile;Student",3444.0,Assembly;Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Ruby;SQL,C;Java;Kotlin;Python;Rust;SQL;Swift,Microsoft SQL Server;MySQL,Firebase;MySQL;Redis,Android;Arduino;Linux;MacOS;Windows;WordPress,Android;Arduino;AWS;Docker;iOS;Linux;MacOS;Raspberry Pi;WordPress,ASP.NET,Django;Flask,,Windows,19.0,"Woman;Non-binary, genderqueer, or gender non-conforming",.NET;.NET Core;Node.js;Unity 3D;Unreal Engine,.NET Core;Unity 3D;Unreal Engine,Hobby;Contribute to open-source projects,
65393,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,18,20,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile",458964.0,HTML/CSS;Java;JavaScript;Python;Ruby;SQL,HTML/CSS;JavaScript;Ruby;SQL,MySQL;SQLite,PostgreSQL;SQLite,Android;iOS;Linux,Linux,Angular/Angular.js;jQuery;Ruby on Rails,Angular/Angular.js;React.js;Ruby on Rails,,MacOS,37.0,Man,Cordova;Node.js;Other(s):,Cordova;.NET;.NET Core;Node.js;React Native;Other(s):,,
65506,I am a developer by profession,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",500 to 999 employees,15,20,"Developer, back-end;DevOps specialist",49176.0,Java;JavaScript;Python,Go;Python,Elasticsearch;MongoDB;Redis,Redis,Docker;Heroku;Linux,Docker;Kubernetes,Angular/Angular.js;Express;Flask,React.js,,Linux-based,42.0,Man,Node.js,Pandas;TensorFlow,Hobby,
65563,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,17,22,"Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack",39336.0,Clojure;JavaScript;SQL,Clojure,Cassandra;PostgreSQL,Cassandra;PostgreSQL;Redis,Docker;Linux;MacOS,Docker;Kubernetes;Linux;MacOS,Django,Other(s):,,Windows,40.0,Man,Other(s):,Other(s):,Hobby,
65585,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees",13,18,"Database administrator;Developer, back-end;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile",15845.0,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript;Other(s):,C#;HTML/CSS;JavaScript;Python;R;SQL;TypeScript;Other(s):,Microsoft SQL Server;MySQL;Oracle;Other(s):,Elasticsearch;Firebase;MongoDB;Microsoft SQL Server;MySQL;PostgreSQL,Android;Docker;Windows,Android;Arduino;Docker;Google Cloud Platform;IBM Cloud or Watson;Microsoft Azure,Angular/Angular.js;ASP.NET;jQuery,Angular/Angular.js;ASP.NET;jQuery;React.js;Vue.js,,Windows,35.0,Man,Cordova;.NET;.NET Core;Node.js,Cordova;Hadoop;.NET;.NET Core;Node.js;React Native;TensorFlow;Torch/PyTorch;Unity 3D;Unreal Engine,Hobby;Contribute to open-source projects,
65607,I am a student who is learning to code,"Not employed, and not looking for work",Primary/elementary school,,,4,,,HTML/CSS;Java;JavaScript;Python;SQL,Go;HTML/CSS;Java;JavaScript;Kotlin;Python;R;Ruby;Rust;Scala,MongoDB;MySQL,Firebase;MongoDB;PostgreSQL;Redis,Heroku;Windows,Android;AWS;Docker;Heroku;Kubernetes;Linux;Slack;Windows,Express,Angular/Angular.js;Django;Express;jQuery;React.js;Ruby on Rails,,Windows,15.0,Man,Node.js;React Native,Node.js;React Native;TensorFlow,Hobby;Contribute to open-source projects,
65690,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","5,000 to 9,999 employees",1,5,Data or business analyst,8196.0,Python;R,Python;R,,,Windows,Windows,,,,Windows,22.0,Man,Node.js,Node.js,Hobby,
65734,I am a developer by profession,Employed full-time,Associate degree,"1,000 to 4,999 employees",Less than 1 year,1,"Academic researcher;Developer, back-end;Developer, front-end;Developer, full-stack;Student",7512.0,,C#;HTML/CSS;JavaScript;SQL,MySQL,Microsoft SQL Server,,Microsoft Azure;Windows,Angular/Angular.js;React.js,Angular/Angular.js;ASP.NET;jQuery;React.js,,Windows,24.0,Man,React Native,.NET;React Native;Xamarin,,
65774,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,10,14,"Developer, back-end",13764.0,HTML/CSS;JavaScript;PHP,HTML/CSS;JavaScript;PHP,MySQL,MongoDB;MySQL;Redis,AWS;Linux;WordPress,AWS;Linux;WordPress,Express;jQuery;Laravel,Express;jQuery,,Windows,27.0,Man,Node.js,Node.js,,
65833,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,2,9,"Developer, front-end;Developer, full-stack",9840.0,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python;TypeScript,HTML/CSS;JavaScript;Rust;TypeScript;WebAssembly,MariaDB;MySQL;PostgreSQL;Redis,MariaDB;MongoDB;MySQL;PostgreSQL;Redis,Docker;Linux;WordPress,Docker;Kubernetes;Linux,Angular/Angular.js;Django;Express;Laravel;Vue.js,Express;Vue.js,,Linux-based,23.0,Man,Node.js,Cordova;Node.js,Hobby;Contribute to open-source projects,
65865,I am a developer by profession,Employed full-time,Associate degree,500 to 999 employees,4,5,"Developer, back-end;Developer, front-end;Developer, full-stack;DevOps specialist;Product manager;Student",13116.0,C#;HTML/CSS;JavaScript;SQL,C#;Clojure;Go;HTML/CSS;JavaScript;Ruby,Elasticsearch;MongoDB;Microsoft SQL Server;Redis,MongoDB;Microsoft SQL Server;Redis,Docker;Linux;Microsoft Azure;Windows;WordPress,Docker;Google Cloud Platform;IBM Cloud or Watson;Linux;MacOS;Microsoft Azure;Slack;Windows,ASP.NET;Express;jQuery;React.js,ASP.NET;Express;React.js;Vue.js,,Windows,25.0,Man,.NET;.NET Core;Node.js,.NET Core;Node.js,Hobby;Contribute to open-source projects,
65895,"I am not primarily a developer, but I write code sometimes as part of my work",Employed part-time,Some college/university study without earning a degree,2-9 employees,Less than 1 year,8,"Academic researcher;Data or business analyst;Data scientist or machine learning specialist;Developer, back-end;Developer, QA or test;Engineer, data;Product manager;Student",,Clojure;Elixir;Python,Clojure;Elixir;F#;Kotlin;Python;Rust;TypeScript,MongoDB,MongoDB,Heroku;Linux;Slack,AWS;Linux,Vue.js,React.js;Vue.js,,Linux-based,,"Man;Non-binary, genderqueer, or gender non-conforming",Apache Spark;Pandas,Apache Spark;Pandas;React Native,Hobby,
65902,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,20 to 99 employees,2,2,"Developer, back-end;Developer, front-end",8879.0,HTML/CSS;JavaScript;SQL,JavaScript;Python;SQL;WebAssembly,PostgreSQL,DynamoDB;PostgreSQL,Docker,Docker;Heroku,React.js,Django;React.js,,Linux-based,23.0,Man,React Native,Hadoop,Hobby,
65942,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,2,6,"Academic researcher;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, game or graphics;Developer, mobile;Student",7536.0,C++;Java;JavaScript;Python,C++;Python;Rust,SQLite,,Android;Docker;Linux;Raspberry Pi,Android;Docker;Linux;Raspberry Pi,,,,Linux-based,22.0,Man,,,Hobby;Contribute to open-source projects,
66119,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,20 to 99 employees,7,8,"Developer, front-end;Developer, full-stack;Developer, QA or test;Engineer, site reliability",15732.0,HTML/CSS;JavaScript;TypeScript,Go;HTML/CSS;Java;JavaScript;Python;Ruby;Rust;SQL;Swift;TypeScript,,Firebase;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL,,AWS;Docker;Heroku;IBM Cloud or Watson;Raspberry Pi,Angular/Angular.js;jQuery,Angular/Angular.js;Express;React.js;Ruby on Rails;Vue.js,,Windows,26.0,Man,Node.js,Node.js;React Native,Hobby;Contribute to open-source projects,
66129,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,4,9,"Developer, full-stack",26880.0,Java,Java,MySQL;Oracle;PostgreSQL,MySQL;Oracle;PostgreSQL,Linux;Windows,Linux,Spring,Spring;Vue.js,,Linux-based,34.0,Man,,,Hobby,
66146,I am a developer by profession,Employed part-time,Some college/university study without earning a degree,100 to 499 employees,2,6,"Developer, back-end;Developer, mobile;Student",4920.0,C;C++;HTML/CSS;Objective-C;PHP;Python;Swift,HTML/CSS;JavaScript;Python;Swift,Firebase;MySQL,Firebase;MongoDB,AWS;Heroku;iOS;MacOS;Slack;Windows,AWS;Heroku;iOS;Linux;MacOS,Django;Vue.js,Angular/Angular.js;Django;React.js;Vue.js,,MacOS,23.0,Man,,Flutter;Node.js;Unity 3D,Hobby;Contribute to open-source projects,
66164,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,6,7,"Developer, full-stack",23928.0,Go;HTML/CSS;Java;JavaScript;SQL,Dart;Go;HTML/CSS;JavaScript;SQL,MongoDB;MySQL,Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis,,,Angular/Angular.js;Express;Laravel;Vue.js,Express;Laravel;Vue.js,,Linux-based,25.0,Man,Node.js,Flutter;Node.js;TensorFlow,Hobby,
66224,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees",1,2,"Developer, full-stack;Student",9840.0,HTML/CSS;Java;JavaScript,HTML/CSS;JavaScript,MySQL,Firebase;MongoDB;MySQL,Google Cloud Platform;Windows,Docker;Google Cloud Platform;Kubernetes;MacOS,Angular/Angular.js;Express;jQuery;Spring,Express;React.js;Vue.js,,Windows,26.0,Man,Node.js,Node.js;React Native,Hobby,
66258,I am a developer by profession,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",500 to 999 employees,7,16,"Academic researcher;Developer, back-end;Developer, full-stack;Developer, game or graphics;DevOps specialist",,C++;C#;Clojure;F#;Java;JavaScript;Kotlin;Python;Ruby;Rust;Scala,C#;Clojure;Elixir;Rust;Other(s):,Cassandra;MongoDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis;SQLite,Cassandra;Redis,Docker;Heroku;Linux;MacOS;Slack;Windows,Docker;Google Cloud Platform;Kubernetes;Linux;MacOS,ASP.NET;Django;Express;React.js;Ruby on Rails;Spring;Other(s):,React.js;Other(s):,,MacOS,30.0,"Woman;Non-binary, genderqueer, or gender non-conforming",Ansible;Chef;CryEngine;.NET;.NET Core;Node.js;Unity 3D;Unreal Engine;Other(s):,.NET Core;Unity 3D;Other(s):,Hobby;Contribute to open-source projects,
66333,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,20,25,"Developer, back-end",26232.0,C#;HTML/CSS;JavaScript;TypeScript,C#;HTML/CSS;JavaScript;TypeScript,Microsoft SQL Server;Oracle,Microsoft SQL Server;SQLite,Microsoft Azure;Windows,Docker;Microsoft Azure;Windows,Angular/Angular.js;ASP.NET,Angular/Angular.js;ASP.NET,,Windows,38.0,Man,.NET,.NET Core;TensorFlow,Hobby;Contribute to open-source projects,
66350,"I am not primarily a developer, but I write code sometimes as part of my work","Independent contractor, freelancer, or self-employed","Master’s degree (MA, MS, M.Eng., MBA, etc.)",2-9 employees,19,22,"Academic researcher;Data or business analyst;Database administrator;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile;Educator",40979.0,Assembly;C;C++;Clojure;Dart;Elixir;Erlang;F#;Go;Java;Objective-C;Python;Ruby;Rust;Scala;Swift;TypeScript;WebAssembly,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Kotlin;PHP;R;SQL;VBA,Cassandra;Couchbase;DynamoDB;Oracle;Redis;SQLite,Elasticsearch;Firebase;MariaDB;MongoDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Arduino;Heroku;IBM Cloud or Watson;iOS;Kubernetes;MacOS;Raspberry Pi,Android;AWS;Docker;Google Cloud Platform;Linux;Microsoft Azure;Slack;Windows;WordPress,Django;Drupal;Express;Flask;Ruby on Rails;Spring,Angular/Angular.js;ASP.NET;jQuery;Laravel;React.js;Vue.js,,Windows,47.0,Man,Ansible;Apache Spark;Chef;Cordova;CryEngine;Flutter;.NET Core;Pandas;Puppet;TensorFlow;Torch/PyTorch;Xamarin,Hadoop;.NET;Node.js;React Native;Unity 3D;Unreal Engine,Hobby;Contribute to open-source projects,
66375,I am a student who is learning to code,"Not employed, but looking for work","Professional degree (JD, MD, etc.)",,,1,Student,,,C#;HTML/CSS;Java;JavaScript;Python,,Microsoft SQL Server;MySQL;SQLite,,Android;Windows,,ASP.NET;jQuery;Spring,,Windows,35.0,Man,,.NET;.NET Core;Node.js,,
66397,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees",19,19,"Developer, back-end;Developer, embedded applications or devices;Developer, full-stack;Engineer, data;Product manager",131131.0,Bash/Shell/PowerShell;Java;SQL,Bash/Shell/PowerShell;Java;JavaScript;Kotlin;SQL;TypeScript,MariaDB;MySQL;Redis;SQLite,MariaDB;MySQL;Redis;SQLite,Android;Docker;Linux,Android;Docker;Kubernetes;Linux,jQuery;Spring,Spring,,Linux-based,40.0,Man,,React Native,Contribute to open-source projects,
66429,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,10,17,"Developer, back-end;Developer, full-stack",39336.0,HTML/CSS;Ruby;SQL,Elixir;Go;Ruby;SQL;TypeScript;WebAssembly,Elasticsearch;MySQL;PostgreSQL;Redis,Elasticsearch;PostgreSQL;Redis,AWS,AWS;Docker;Heroku;Kubernetes,Ruby on Rails,Django;Ruby on Rails;Vue.js;Other(s):,,MacOS,30.0,Man,Unity 3D,,Hobby;Contribute to open-source projects,
66437,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees",4,7,"Developer, back-end;Developer, front-end;Developer, full-stack",,Assembly;Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL;TypeScript,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,Microsoft SQL Server;Oracle;PostgreSQL;Redis;SQLite,Firebase;MongoDB;PostgreSQL;Redis,Android;Docker;Linux;Slack;Windows,Android;Docker;Linux;Slack;Windows,Angular/Angular.js;React.js;Spring,React.js;Spring;Vue.js,,Linux-based,23.0,Man,Node.js,Node.js;React Native,Hobby;Contribute to open-source projects,
66614,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,500 to 999 employees,3,10,"Developer, back-end;Developer, front-end;Developer, full-stack",13116.0,C#;JavaScript;SQL;TypeScript,C;C++;C#;Elixir;JavaScript;Kotlin;Python;TypeScript,Microsoft SQL Server,Cassandra;Elasticsearch;Microsoft SQL Server;Redis,Microsoft Azure;Windows,AWS;Docker;Heroku;IBM Cloud or Watson;Kubernetes;Microsoft Azure,Angular/Angular.js;ASP.NET;jQuery;React.js,Angular/Angular.js;ASP.NET,,Windows,24.0,Man,.NET;.NET Core,.NET Core;Node.js;React Native;Xamarin,Hobby,
