ResponseId,Employment,EdLevel,OrgSize,YearsCodePro,YearsCode,DevType,ConvertedCompYearly,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,DevEnviron,OpSys,Age,Gender,CodingActivities,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,MainBranch
97622,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",,3-5 years,3-5 years,Back-end developer;Full-stack developer,14592.0,Java;JavaScript,Java;JavaScript;Swift;TypeScript;Kotlin,SQL Server;SQLite,SQL Server,Salesforce,Amazon Echo;Gaming console;Google Cloud Platform/App Engine,Spring,Node.js;React,Sublime Text,Linux-based,18 - 24 years old,Male,Contribute to open-source projects,,,,,
98436,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",,0-2 years,3-5 years,Back-end developer;Educator or academic researcher;Front-end developer;Student,,JavaScript;PHP;Python;Ruby;SQL;HTML;CSS;Bash/Shell,C;JavaScript;Lua;Perl;PHP;Python;Ruby;Rust;SQL;HTML;CSS;Bash/Shell,PostgreSQL,PostgreSQL,Linux;Raspberry Pi,Linux,Django;Node.js,Django;Node.js,Emacs;Vim,Linux-based,25 - 34 years old,Female;Transgender,Hobby;Contribute to open-source projects,,,,,
98746,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",,6-8 years,6-8 years,Embedded applications or devices developer;Full-stack developer;System administrator,168432.0,C;C++;C#;Perl;PHP;HTML;CSS,Assembly;C;C++;C#;JavaScript;Objective-C;Perl;PHP;Bash/Shell,SQL Server;MySQL,MongoDB;SQL Server;MySQL;SQLite,Arduino;Linux,Azure;Google Cloud Platform/App Engine;Linux;Raspberry Pi,.NET Core,Angular;.NET Core;Xamarin,Notepad++;Visual Studio,Windows,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
98929,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",,3-5 years,3-5 years,Full-stack developer;Game or graphics developer;Mobile developer,,C;C#;JavaScript;PHP;Python;HTML;CSS,C;C++;C#;JavaScript;PHP;Python;HTML;CSS;Bash/Shell,MongoDB,MongoDB;MySQL,Android;Heroku;iOS;Linux;Mac OS;Windows Desktop or Server,Android;AWS;Gaming console;Heroku;iOS;Linux;Mac OS;Windows Desktop or Server,.NET Core,Angular;.NET Core;Django;TensorFlow,Atom;PyCharm;Visual Studio Code,MacOS,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
99356,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,,30 or more years,30 or more years,"Back-end developer;C-suite executive (CEO, CTO, etc.);Data or business analyst;Database administrator;Desktop or enterprise applications developer;DevOps specialist;Engineering manager;Front-end developer;Full-stack developer;Mobile developer;Product manager;System administrator",187149.0,C++;C#;CoffeeScript;Go;Java;JavaScript;Matlab;Objective-C;Perl;PHP;Python;Ruby;SQL;Swift;TypeScript;Delphi/Object Pascal;HTML;CSS;Bash/Shell,Clojure;Erlang;R;Rust;Scala,"Cassandra;MongoDB;Redis;SQL Server;MySQL;PostgreSQL;SQLite;Oracle;MariaDB;IBM Db2;Memcached;Amazon Redshift;Amazon RDS/Aurora;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage;Elasticsearch",Amazon DynamoDB;Apache Hive;Google BigQuery,Android;Apple Watch or Apple TV;AWS;Azure;Drupal;Google Cloud Platform/App Engine;Heroku;IBM Cloud or Watson;iOS;Linux;Mac OS;Raspberry Pi;Salesforce;Serverless;SharePoint;Windows Desktop or Server;Windows Phone;WordPress;Firebase,Amazon Echo,Angular;.NET Core;Django;Node.js;React;Cordova;Spring,,Android Studio;Atom;Vim,MacOS,35 - 44 years old,Male,Contribute to open-source projects,,,,,
99649,"Independent contractor, freelancer, or self-employed",Primary/elementary school,,0-2 years,0-2 years,Back-end developer;Designer;Front-end developer;Student,,Assembly;C;Java;JavaScript;PHP;SQL;VB.NET;HTML;CSS;Bash/Shell,Assembly;C;Java;JavaScript;PHP;Python;HTML;CSS;Bash/Shell,MySQL,,Linux;WordPress,Android;Linux,Node.js,Angular;.NET Core;Django;Cordova;Xamarin,Sublime Text,Windows,Under 18 years old,Male,Hobby;Contribute to open-source projects,,,,,
100033,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,,6-8 years,12-14 years,Back-end developer;DevOps specialist;Full-stack developer,9357.0,Java;JavaScript;PHP;SQL;Swift;TypeScript;HTML;CSS,C#;Java;JavaScript;PHP;SQL;Swift;TypeScript;Kotlin;HTML;CSS,MySQL,MySQL;PostgreSQL;Amazon DynamoDB;Google Cloud Storage,Android,Android;AWS;iOS,,Angular;Node.js,Android Studio;IntelliJ;PHPStorm;Sublime Text;Visual Studio Code;Xcode,MacOS,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
100212,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",,24-26 years,18-20 years,Back-end developer,,C#,Erlang;Go;Scala,SQL Server;MySQL;MariaDB,Cassandra;MongoDB;Redis,Windows Desktop or Server,Azure;Firebase,Angular,.NET Core;Hadoop;Node.js;React;Xamarin,Visual Studio,Windows,45 - 54 years old,Male,Contribute to open-source projects,,,,,
100682,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",,3-5 years,6-8 years,Desktop or enterprise applications developer,14976.0,C;C++;Java;JavaScript;Perl;HTML;CSS;Bash/Shell,C;C++;Go;Java;JavaScript;Python;R;Ruby;HTML;CSS;Bash/Shell,MySQL;Oracle,MongoDB;Redis;MySQL;Oracle;Memcached,Windows Desktop or Server,AWS;Raspberry Pi;Windows Desktop or Server,,Django;Hadoop;Node.js;React;Spark;TensorFlow,Notepad++;Vim;Visual Studio Code,Linux-based,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
101533,"Independent contractor, freelancer, or self-employed","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,0-2 years,0-2 years,Designer;Front-end developer;Student,,JavaScript;TypeScript;HTML;CSS,Go;JavaScript;HTML;CSS,,Neo4j;Elasticsearch,Serverless;Firebase,AWS;Serverless,Angular;Node.js;React,Angular;Node.js;React,Visual Studio Code,Windows,Under 18 years old,Male,Hobby;Contribute to open-source projects,,,,,
627,"Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,0-2 years,6-8 years,Back-end developer;Game or graphics developer;Student;System administrator,,C;C++;Java;JavaScript;PHP;Python;HTML,C;C++;Java;JavaScript;Python;HTML,MongoDB;PostgreSQL,MongoDB;PostgreSQL,Android;Linux,Android;Linux,Angular;Django;Node.js,Angular;Django,Android Studio;Atom;Notepad++,Linux-based,Under 18 years old,Male,Hobby;Contribute to open-source projects,,,,,
1659,"Not employed, but looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,0-2 years,3-5 years,Back-end developer;Designer;Desktop or enterprise applications developer;Front-end developer;Game or graphics developer,,C++;C#;Java;JavaScript;PHP;SQL;HTML;CSS,C++;C#;Java;JavaScript;PHP;SQL;Kotlin;HTML;CSS,MySQL,MySQL,Android;Windows Desktop or Server;WordPress;Firebase,Android;Windows Desktop or Server;Firebase,.NET Core,.NET Core,Android Studio;Eclipse;IntelliJ;Notepad++;Visual Studio,Windows,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
2221,"Not employed, but looking for work",Some college/university study without earning a degree,,0-2 years,6-8 years,Back-end developer;Desktop or enterprise applications developer;Educator or academic researcher;Mobile developer,7488.0,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
3394,"Not employed, but looking for work","Bachelor’s degree (BA, BS, B.Eng., etc.)",,21-23 years,21-23 years,Back-end developer;Desktop or enterprise applications developer,25452.0,C#;SQL;Delphi/Object Pascal,C#;Go;Java;JavaScript;Python;SQL;CSS,PostgreSQL,Cassandra;MongoDB;PostgreSQL;Amazon DynamoDB;Elasticsearch,Windows Desktop or Server,Android;AWS;Azure;Gaming console;Google Cloud Platform/App Engine;Linux;Windows Desktop or Server,,Angular;.NET Core;Node.js;React,Notepad++;Visual Studio,Windows,35 - 44 years old,Male,Hobby;Contribute to open-source projects,,,,,
4732,,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",,3-5 years,9-11 years,Back-end developer;Database administrator;Embedded applications or devices developer;Front-end developer;Full-stack developer;Mobile developer;Student;System administrator,,C;C++;Java;JavaScript;Objective-C;PHP;Python;Ruby;Swift;HTML;CSS;Bash/Shell,C;C++;C#;Go;Java;JavaScript;Objective-C;PHP;Python;Ruby;Swift;HTML;CSS;Bash/Shell,MySQL;PostgreSQL;SQLite,MySQL;PostgreSQL;SQLite;Amazon DynamoDB;Google Cloud Storage,Android;iOS;Mac OS;Raspberry Pi,Android;Apple Watch or Apple TV;Gaming console;iOS;Mac OS;Raspberry Pi,Angular;Node.js;TensorFlow,Angular;Node.js;React;TensorFlow,Atom;IntelliJ;PHPStorm;Sublime Text;Vim;Visual Studio;Visual Studio Code;Xcode,MacOS,,Male,Hobby;Contribute to open-source projects,,,,,
4783,"Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,0-2 years,3-5 years,Mobile developer;Student,,C;Java;Python,Java;JavaScript;Python;R;Ruby;HTML;CSS,MongoDB,,Android;Linux,Android;Linux;Firebase,Node.js,Angular;Django;Node.js,Android Studio;Atom;PyCharm,Linux-based,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
5026,"Not employed, and not looking for work",Associate degree,,3-5 years,6-8 years,Back-end developer;Embedded applications or devices developer;Student,,Assembly;C;C++;Go;Haskell;Java;JavaScript;HTML;CSS;Bash/Shell,Assembly;C;C++;Go;Bash/Shell,MongoDB;MySQL;PostgreSQL;MariaDB,PostgreSQL,Arduino;Gaming console;Heroku;Linux,Arduino;ESP8266;Gaming console;Google Cloud Platform/App Engine;Heroku;Linux,Angular;Node.js;Cordova,,Sublime Text;Vim,Linux-based,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
5230,"Not employed, but looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,0-2 years,6-8 years,Back-end developer;Database administrator;Desktop or enterprise applications developer;Educator or academic researcher;Embedded applications or devices developer;Full-stack developer;Mobile developer;Student,1308.0,C#;Java;JavaScript;PHP;Python;SQL;Delphi/Object Pascal;HTML;CSS,Assembly;C;C++;C#;Go;Java;JavaScript;Matlab;PHP;Python;R;Ruby;Scala;SQL;TypeScript;Kotlin;HTML;CSS,MongoDB;SQL Server;MySQL;PostgreSQL;SQLite;Oracle;MariaDB,"Cassandra;MongoDB;Redis;SQL Server;MySQL;PostgreSQL;SQLite;Oracle;MariaDB;Amazon DynamoDB;Memcached;Google BigQuery;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage;Neo4j;Elasticsearch",Android;Arduino;AWS;ESP8266;Google Cloud Platform/App Engine;Heroku;Linux;Firebase,Android;Arduino;AWS;ESP8266;Google Cloud Platform/App Engine;Heroku;iOS;Linux;Mac OS;Raspberry Pi;Serverless;Windows Desktop or Server;Windows Phone;WordPress;Firebase,Angular;Django;Node.js;React;Cordova;Spring,Angular;Django;Node.js;React;Cordova;Xamarin;Spring,Android Studio;Atom;Eclipse;IntelliJ;NetBeans;Notepad++;Sublime Text;Visual Studio Code,Windows,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
6548,"Not employed, but looking for work","Bachelor’s degree (BA, BS, B.Eng., etc.)",,18-20 years,21-23 years,Back-end developer;Desktop or enterprise applications developer;Full-stack developer;Mobile developer,53148.0,C#;JavaScript;SQL;VBA;HTML;CSS,C#;JavaScript;SQL;HTML;CSS,"SQL Server;SQLite;Microsoft Azure (Tables, CosmosDB, SQL, etc)","SQL Server;SQLite;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Android;Azure;iOS;Mac OS;Windows Desktop or Server,Android;Azure;iOS;Mac OS;Serverless;Windows Desktop or Server;Windows Phone,Xamarin,.NET Core;Xamarin,Visual Studio,MacOS,35 - 44 years old,Male,Contribute to open-source projects,,,,,
8238,"Not employed, but looking for work",Some college/university study without earning a degree,,0-2 years,3-5 years,Back-end developer;Full-stack developer,,Java;JavaScript;SQL;HTML;Bash/Shell,Java;JavaScript;SQL;Kotlin;Bash/Shell,MongoDB;PostgreSQL,Cassandra;PostgreSQL,Android;Arduino;Linux,Android;Linux,Spark,Angular;Node.js;React,Android Studio;Eclipse;IntelliJ;Sublime Text,Windows,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
9273,"Not employed, and not looking for work","Other doctoral degree (Ph.D, Ed.D., etc.)",,3-5 years,9-11 years,"C-suite executive (CEO, CTO, etc.);Data scientist or machine learning specialist",,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
9650,"Not employed, but looking for work","Bachelor’s degree (BA, BS, B.Eng., etc.)",,3-5 years,6-8 years,Front-end developer,,CoffeeScript;JavaScript;PHP;HTML;CSS,JavaScript;PHP;HTML;CSS,MySQL;MariaDB,MongoDB;MySQL;MariaDB;Amazon DynamoDB;Google Cloud Storage,WordPress,AWS;Heroku;Firebase,Angular,Node.js;React,Visual Studio Code,Windows,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
10429,"Not employed, and not looking for work",Some college/university study without earning a degree,,0-2 years,6-8 years,Back-end developer;Database administrator;DevOps specialist;Student,,C;C++;CoffeeScript;Haskell;Java;JavaScript;PHP;Python;Ruby;SQL;Kotlin;HTML;CSS,C;CoffeeScript;Haskell;Java;Ruby;SQL;Kotlin,Redis;MySQL;PostgreSQL;SQLite,Redis;MySQL;PostgreSQL;SQLite,Linux;Windows Desktop or Server,Linux;Windows Desktop or Server,,,IntelliJ;Notepad++;PHPStorm;RubyMine;Visual Studio Code,Windows,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
10520,"Not employed, but looking for work","Professional degree (JD, MD, etc.)",,0-2 years,3-5 years,Designer;Desktop or enterprise applications developer;Front-end developer;Game or graphics developer;Mobile developer,3744.0,C#;JavaScript;Lua;SQL,Go;Java;JavaScript;PHP;Python;Swift;HTML;CSS,PostgreSQL,"MySQL;SQLite;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Android;Windows Desktop or Server,Apple Watch or Apple TV;Arduino;AWS;Azure;Gaming console;Google Cloud Platform/App Engine;Google Home;iOS;Firebase,.NET Core,Node.js;React;Spark;Xamarin,Android Studio;Visual Studio,Windows,25 - 34 years old,Male,Contribute to open-source projects,,,,,
10746,"Not employed, but looking for work",Some college/university study without earning a degree,,0-2 years,6-8 years,Educator or academic researcher;Embedded applications or devices developer;Student,,Assembly;C;C++;C#;Matlab;Bash/Shell,C;C++;C#;Java;Matlab;Python,,,Arduino;Linux,Android;Arduino;ESP8266;Linux;Raspberry Pi,,,Eclipse;Notepad++,Windows,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
13299,"Not employed, but looking for work",,,0-2 years,3-5 years,Back-end developer;Front-end developer;Full-stack developer;Student,,Java;JavaScript;PHP;SQL;HTML;CSS,JavaScript;PHP;SQL;HTML;CSS,MySQL;MariaDB,MySQL;MariaDB,Google Home;Windows Desktop or Server,Google Home;Windows Desktop or Server,,,Sublime Text,Windows,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
13568,"Not employed, and not looking for work",Primary/elementary school,,0-2 years,6-8 years,Designer;Desktop or enterprise applications developer;Front-end developer;Game or graphics developer;Student,,C;C#;Java;JavaScript;PHP;HTML;CSS;Bash/Shell,C++;Clojure;Java;JavaScript;PHP;Python;Ruby;VB.NET;HTML,MySQL,MySQL;Google BigQuery;Google Cloud Storage,Arduino;Windows Desktop or Server,Arduino;iOS;Windows Desktop or Server;Firebase,Node.js,React,Atom;Eclipse;PyCharm;Sublime Text,Windows,Under 18 years old,Male,Hobby;Contribute to open-source projects,,,,,
13915,,"Bachelor’s degree (BA, BS, B.Eng., etc.)",,9-11 years,6-8 years,Back-end developer;Front-end developer,,,C#;JavaScript;SQL;TypeScript;HTML;CSS,Oracle,SQL Server,,,,Angular;.NET Core;Node.js;React,Notepad++;Visual Studio Code,Windows,25 - 34 years old,,Hobby;Contribute to open-source projects,,,,,
14090,,,,24-26 years,,,,SQL;Delphi/Object Pascal,C#;Java;SQL;Delphi/Object Pascal,SQL Server,"SQL Server;SQLite;MariaDB;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Windows Desktop or Server,Android;Windows Desktop or Server;Firebase,,,,Windows,,,Contribute to open-source projects,,,,,
15952,"Not employed, and not looking for work",Some college/university study without earning a degree,,9-11 years,9-11 years,Front-end developer,,HTML,HTML;CSS,,,WordPress,WordPress,,,,Windows,55 - 64 years old,Male,Hobby;Contribute to open-source projects,,,,,
16105,"Not employed, but looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,0-2 years,0-2 years,Back-end developer;Front-end developer;Full-stack developer;Mobile developer,,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
16484,"Not employed, but looking for work",Some college/university study without earning a degree,,0-2 years,0-2 years,Back-end developer;Database administrator;Front-end developer;Full-stack developer;Student,96000.0,C;Python;Ruby;SQL;Bash/Shell,C++;JavaScript;Rust,MongoDB;Redis;MySQL;SQLite,Apache HBase;Apache Hive;Neo4j;Elasticsearch,Linux;Windows Desktop or Server,Heroku,Node.js,TensorFlow,Atom;Visual Studio Code,Linux-based,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
17743,"Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,0-2 years,0-2 years,Front-end developer;Student,,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
17836,"Not employed, and not looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,0-2 years,0-2 years,Back-end developer;Game or graphics developer;Student,,C#;SQL;HTML;CSS,C#;SQL;HTML;CSS,MySQL,"MySQL;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Windows Desktop or Server,Android;Arduino;Gaming console;Raspberry Pi;Windows Desktop or Server,.NET Core,.NET Core,Eclipse;Notepad++;Visual Studio,Windows,Under 18 years old,Male,Hobby;Contribute to open-source projects,,,,,
17852,"Not employed, but looking for work","Master’s degree (MA, MS, M.Eng., MBA, etc.)",,6-8 years,15-17 years,Data scientist or machine learning specialist;Educator or academic researcher;Student;System administrator,0.0,Matlab;Python;Bash/Shell,Python;Kotlin;HTML;CSS;Bash/Shell,,,Linux,Linux,,Django;TensorFlow,IPython / Jupyter;Visual Studio Code,Linux-based,35 - 44 years old,Male,Hobby;Contribute to open-source projects,,,,,
