ResponseId,MainBranch,Employment,EdLevel,OrgSize,YearsCodePro,YearsCode,DevType,ConvertedCompYearly,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,Age,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,CodingActivities,Gender
80016,I am a developer by profession,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2 to 9 employees,17,20,"Developer, full-stack",30431.0,C#;Delphi;HTML/CSS;Java;JavaScript;Python;SQL,C#;C++;Delphi;HTML/CSS;Java;Julia;SQL;Swift;TypeScript,Firebird;Microsoft SQL Server;MySQL;Oracle,BigQuery;Firebird;Microsoft SQL Server;MongoDB;Oracle;SQLite,Microsoft Azure,Amazon Web Services (AWS);Digital Ocean;Firebase;Microsoft Azure;Netlify;Vercel,ASP.NET CORE;jQuery;Next.js;Node.js;React,ASP.NET CORE;Next.js;Node.js;React,"Atom;Eclipse;Nano;Netbeans;Notepad++;Rad Studio (Delphi, C++ Builder);RStudio;Sublime Text;Visual Studio Code","Nano;Notepad++;Rad Studio (Delphi, C++ Builder);Visual Studio Code",Ubuntu;Windows,35-44 years old,.NET Framework (1.0 - 4.8),.NET (5+) ;CUDA;OpenGL,Hobby;Professional development or self-paced learning from online courses;School or academic work,
80064,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Student, full-time",Primary/elementary school,,,3,,,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Python,Assembly;Bash/Shell (all shells);C;C++;Haskell;HTML/CSS;Julia;Python;Rust;TypeScript,,,,,,,Android Studio;Jupyter Notebook/JupyterLab;Nano;Visual Studio Code,Nano;Neovim;Vim;Visual Studio Code,Ubuntu;Windows Subsystem for Linux (WSL),Under 18 years old,Keras;NumPy;TensorFlow,CUDA;NumPy;Opencv;Pandas;Tauri;Torch/PyTorch,,
80066,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,3,9,"Developer, mobile",73035.0,Dart;Kotlin;Python;Swift,Kotlin;Swift,,,Firebase,Firebase,,,Android Studio;Atom;Visual Studio Code;Xcode,Android Studio;Visual Studio Code,Android;iOS;MacOS,25-34 years old,,,I don’t code outside of work,
80127,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,30,35,"Developer, desktop or enterprise applications",50000.0,Delphi;SQL,Delphi;SQL,Firebird;MySQL,Firebird;MySQL,,,Next.js;Node.js;React,Next.js;Node.js;React,"Rad Studio (Delphi, C++ Builder)","Rad Studio (Delphi, C++ Builder)",Windows,45-54 years old,,,I don’t code outside of work,
80136,I am a developer by profession,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","10,000 or more employees",8,10,"Developer, full-stack",,HTML/CSS;Java;JavaScript;SQL,C#;Python;SQL,Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,Microsoft SQL Server;PostgreSQL;Redis;SQLite,Microsoft Azure,Microsoft Azure,Angular,Angular;ASP.NET;ASP.NET CORE,IntelliJ IDEA;Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),35-44 years old,.NET (5+) ;.NET Framework (1.0 - 4.8),.NET (5+) ;.NET MAUI,Hobby;School or academic work,
80139,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,26,30,"Developer, desktop or enterprise applications",40575.0,C#;Delphi;HTML/CSS;Java;SQL,C#;Delphi;HTML/CSS;Java;SQL,Firebird,Firebird,,,Angular,Angular,"Android Studio;Eclipse;IntelliJ IDEA;Netbeans;Notepad++;Rad Studio (Delphi, C++ Builder);Rider;Visual Studio;Visual Studio Code","Android Studio;Eclipse;IntelliJ IDEA;Netbeans;Notepad++;Rad Studio (Delphi, C++ Builder);Rider;Visual Studio;Visual Studio Code",Android;Other Linux-based;Ubuntu;Windows,45-54 years old,.NET (5+) ;.NET Framework (1.0 - 4.8),.NET (5+) ;.NET Framework (1.0 - 4.8),I don’t code outside of work,
80143,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Student, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,,4,,,Dart;HTML/CSS;Java;JavaScript;SQL,Dart;Java,Cloud Firestore;Firebase Realtime Database;MySQL;PostgreSQL;SQLite,Cloud Firestore;PostgreSQL;SQLite,Firebase;Google Cloud,Firebase,Angular;Spring Boot,Spring Boot,Android Studio;Eclipse;Visual Studio Code,Android Studio;Visual Studio Code,Ubuntu,18-24 years old,,,,
80151,I am a developer by profession,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10 to 19 employees,25,28,"Developer, full-stack",32460.0,Dart;Delphi;HTML/CSS;JavaScript;PHP;SQL,Dart;Delphi;HTML/CSS;JavaScript;PHP;SQL,Firebird;MariaDB;MySQL,Firebird;MariaDB;MySQL,Amazon Web Services (AWS);Cloudflare,Amazon Web Services (AWS);Cloudflare,jQuery;Symfony;WordPress,jQuery;Symfony;Vue.js;WordPress,"Android Studio;IntelliJ IDEA;PhpStorm;Rad Studio (Delphi, C++ Builder)","Android Studio;PhpStorm;Rad Studio (Delphi, C++ Builder)",Ubuntu;Windows;Windows Subsystem for Linux (WSL),45-54 years old,Flutter,Flutter;RabbitMQ,Professional development or self-paced learning from online courses;Freelance/contract work,
80154,I am a developer by profession,"Not employed, but looking for work;Student, part-time",Some college/university study without earning a degree,,,3,"Developer, front-end",,HTML/CSS;JavaScript;Python;TypeScript,HTML/CSS;JavaScript;PHP;TypeScript,,,Vercel,Cloudflare;Firebase;Vercel,Django;jQuery;Next.js;Vue.js,Laravel;Nuxt.js;Svelte;Vue.js,Code::Blocks;Neovim;Notepad++;Visual Studio Code,Neovim;Visual Studio Code,Fedora,35-44 years old,,,,
80170,I code primarily as a hobby,"Student, part-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,2,,,C,C,,,,,,,Neovim,Neovim,Other Linux-based,Under 18 years old,,,,
80175,I am a developer by profession,"Employed, full-time","Associate degree (A.A., A.S., etc.)",500 to 999 employees,7,10,"Developer, full-stack",,Dart;Go;HTML/CSS;JavaScript;SQL;TypeScript,Dart;Go;HTML/CSS;JavaScript;SQL;TypeScript;Zig,Dynamodb;MySQL;PostgreSQL;SQLite,PostgreSQL;SQLite,Amazon Web Services (AWS);Firebase;Google Cloud;Microsoft Azure,Firebase;Google Cloud,Angular;Deno;Express;NestJS;Node.js;Svelte,Angular;Deno;Express;NestJS;Node.js;Qwik;Solid.js;Svelte,Android Studio;CLion;DataGrip;Fleet;Goland;Visual Studio Code;WebStorm,Android Studio;DataGrip;Goland;Visual Studio Code;WebStorm,Windows;Windows Subsystem for Linux (WSL),25-34 years old,Electron;Flutter,Flutter;Tauri,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses,
80249,I am a developer by profession,"Employed, full-time;Student, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,,3,"Developer, full-stack",,HTML/CSS;JavaScript;PHP;SQL;TypeScript,JavaScript;Rust;SQL;TypeScript,MongoDB;PostgreSQL;Redis,PostgreSQL;Redis,Amazon Web Services (AWS),Amazon Web Services (AWS),Express;Laravel;NestJS;Next.js;Node.js;React,Express;NestJS;Next.js;Node.js;React,Visual Studio Code,Visual Studio Code;WebStorm,Ubuntu,25-34 years old,,,Professional development or self-paced learning from online courses,
80261,I am a developer by profession,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,20,25,"Developer, desktop or enterprise applications",36518.0,C++;Delphi;JavaScript;PowerShell,C++;Delphi;JavaScript;PowerShell,BigQuery;MariaDB;MySQL;SQLite,BigQuery;MariaDB;MySQL;SQLite,Google Cloud,Google Cloud,React,React,"Rad Studio (Delphi, C++ Builder)","Rad Studio (Delphi, C++ Builder)",Windows,45-54 years old,Electron,Electron,Hobby;Freelance/contract work,
80264,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,28,38,"Developer, desktop or enterprise applications",18462.0,,,Microsoft SQL Server,MariaDB;Microsoft SQL Server;MySQL;SQLite,,,CodeIgniter,CodeIgniter,Eclipse;Sublime Text,Eclipse;Sublime Text,Windows,45-54 years old,,,Hobby;Professional development or self-paced learning from online courses;Freelance/contract work,
80385,I am a developer by profession,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",2 to 9 employees,34,30,"Developer, back-end",,Delphi;JavaScript;SQL,Delphi;JavaScript;SQL,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Amazon Web Services (AWS);Microsoft Azure,,,"Rad Studio (Delphi, C++ Builder)","Rad Studio (Delphi, C++ Builder)",Windows,45-54 years old,,,I don’t code outside of work,
80398,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10 to 19 employees,,35,"Developer, full-stack",40575.0,C;Delphi;HTML/CSS;JavaScript;PHP;Python;SQL,Delphi;Kotlin;Rust;SQL,MariaDB;MySQL;SQLite,Firebase Realtime Database;MariaDB;MySQL;PostgreSQL;SQLite,,,Drupal,Angular;Vue.js,"Notepad++;PyCharm;Rad Studio (Delphi, C++ Builder);Vim","Notepad++;Rad Studio (Delphi, C++ Builder)",Red Hat,45-54 years old,MFC,TensorFlow,Hobby;Professional development or self-paced learning from online courses,
80504,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Just me - I am a freelancer, sole proprietor, etc.",3,5,Security professional,1826.0,Ada;C;C++;HTML/CSS;JavaScript;Python;Rust,Assembly;C;C++;HTML/CSS;JavaScript;Python;Rust,MySQL;SQLite,MySQL;SQLite,Amazon Web Services (AWS),Amazon Web Services (AWS),AngularJS;Next.js;Node.js,AngularJS;Next.js;Node.js,Visual Studio Code,Visual Studio Code,Windows,18-24 years old,.NET (5+) ;OpenGL,.NET (5+) ;OpenGL,Hobby;Professional development or self-paced learning from online courses;School or academic work,
80511,I am a developer by profession,"Employed, full-time;Student, part-time",Something else,,,7,"Developer, mobile",,JavaScript;TypeScript,Java;Kotlin;Swift,MongoDB;PostgreSQL,,Amazon Web Services (AWS);Firebase,,Django;Next.js;Node.js,,IntelliJ IDEA;PyCharm;Visual Studio Code,,Android;iOS;MacOS,25-34 years old,React Native,,Professional development or self-paced learning from online courses;School or academic work,
80516,I am a developer by profession,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",500 to 999 employees,8,12,"Developer, back-end",48690.0,Python;Ruby;TypeScript,Elixir;Go;Rust,BigQuery;InfluxDB;MariaDB;Microsoft SQL Server;PostgreSQL;Redis;SQLite,,Cloudflare;Digital Ocean;Heroku;VMware,,Angular;FastAPI;Flask;Laravel;React;Ruby on Rails;Vue.js,,Atom;Jupyter Notebook/JupyterLab;Netbeans;Notepad++;PyCharm;RubyMine;Sublime Text;Vim;Visual Studio;Visual Studio Code,,,25-34 years old,RabbitMQ;React Native;TensorFlow,,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses;School or academic work,
80524,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,8,8,Data or business analyst,16230.0,C#;Delphi;HTML/CSS;JavaScript;Python;SQL,C#;Delphi;HTML/CSS;JavaScript;Python;SQL,Firebird;MariaDB;Microsoft SQL Server;PostgreSQL;SQLite,MariaDB;Microsoft SQL Server;PostgreSQL,,,ASP.NET;Node.js;WordPress,ASP.NET;ASP.NET CORE;Node.js,"Notepad++;Rad Studio (Delphi, C++ Builder);Visual Studio;Visual Studio Code","Notepad++;Rad Studio (Delphi, C++ Builder);Visual Studio;Visual Studio Code",Android;iOS;Windows,35-44 years old,.NET (5+) ;.NET Framework (1.0 - 4.8),.NET (5+) ;.NET MAUI;Xamarin,Hobby,
80541,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Something else,2 to 9 employees,14,20,"Developer, desktop or enterprise applications",,Assembly;C++;Delphi;Java;SQL,C++;Delphi;SQL,Firebird;MongoDB;MySQL;PostgreSQL;SQLite,MongoDB;PostgreSQL;SQLite,VMware,,,,"Rad Studio (Delphi, C++ Builder)","Rad Studio (Delphi, C++ Builder)",Android;iOS;MacOS;Windows,45-54 years old,,,Contribute to open-source projects;Professional development or self-paced learning from online courses,
80581,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Just me - I am a freelancer, sole proprietor, etc.",32,35,"Developer, desktop or enterprise applications",,Delphi;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Dart;Delphi;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Firebird;MongoDB;MySQL;SQLite,Firebird;MongoDB;SQLite,Amazon Web Services (AWS);Digital Ocean,Amazon Web Services (AWS);Digital Ocean,Angular;Express;NestJS;Node.js;React,Angular;Django;Express;NestJS;Node.js,"Android Studio;Notepad++;Rad Studio (Delphi, C++ Builder);Visual Studio Code","Notepad++;Rad Studio (Delphi, C++ Builder);Visual Studio Code",Ubuntu;Windows,45-54 years old,Ionic,Flutter,I don’t code outside of work,
80586,I am learning to code,"Student, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,3,,,HTML/CSS;Java;JavaScript;Kotlin;Python;SQL,HTML/CSS;Java;Kotlin;Python;SQL,MariaDB;MySQL,H2;MongoDB;MySQL;PostgreSQL,,,jQuery,Angular;Next.js;Node.js;Spring Boot,Eclipse;IntelliJ IDEA;PyCharm;Visual Studio Code,Android Studio;IntelliJ IDEA;Visual Studio Code,Windows,Under 18 years old,Spring Framework,Spring Framework,,
80591,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,"Just me - I am a freelancer, sole proprietor, etc.",40,41,"Developer, full-stack",6086.0,Delphi;SQL,Delphi;SQL,Firebird;PostgreSQL;SQLite,Firebird;PostgreSQL;SQLite,Amazon Web Services (AWS),Amazon Web Services (AWS),,,"Android Studio;Notepad++;Rad Studio (Delphi, C++ Builder)","Android Studio;Notepad++;Rad Studio (Delphi, C++ Builder)",iOS;MacOS;Ubuntu;Windows,55-64 years old,Electron,Electron,Bootstrapping a business;Professional development or self-paced learning from online courses,
80678,I am a developer by profession,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",100 to 499 employees,25,25,"Developer, full-stack",101438.0,Bash/Shell (all shells);C;Go;Groovy;Java;JavaScript;Kotlin;SQL,Bash/Shell (all shells);Go;JavaScript;Rust;Zig,Cockroachdb;Dynamodb;Elasticsearch;H2;Oracle;PostgreSQL;Solr,,"Amazon Web Services (AWS);Linode, now Akamai;Oracle Cloud Infrastructure (OCI)","Linode, now Akamai",React;Spring Boot,,Vim,Vim,MacOS;Ubuntu,45-54 years old,RabbitMQ;Spring Framework,CUDA,Hobby,
80700,I am a developer by profession,"Employed, full-time","Associate degree (A.A., A.S., etc.)",20 to 99 employees,8,8,"Developer, full-stack",20288.0,HTML/CSS;JavaScript;PHP,C;C++;Lisp;Python;SQL;TypeScript;Zig,MySQL,PostgreSQL;SQLite,Vercel,Digital Ocean;Fly.io,Express;jQuery;Next.js;Node.js;React,Deno;Flask;Laravel;Lit;Next.js;Node.js;Solid.js;Svelte,Neovim;PhpStorm;Vim;Visual Studio,Emacs;IPython;Jupyter Notebook/JupyterLab;Neovim;PhpStorm,Debian,25-34 years old,,,I don’t code outside of work,
80762,I am a developer by profession,"Employed, full-time",Some college/university study without earning a degree,10 to 19 employees,4,6,"Developer, full-stack",30431.0,Bash/Shell (all shells);JavaScript;Ruby;SQL;TypeScript,Go;Python;TypeScript;Zig,,,"Amazon Web Services (AWS);Heroku;Linode, now Akamai;Vultr",Cloudflare;Vercel,Next.js;Node.js;React;Ruby on Rails,Deno;Next.js;React,IntelliJ IDEA;IPython;Vim;Visual Studio Code,Jupyter Notebook/JupyterLab;Vim;Visual Studio Code,Arch,18-24 years old,,,Hobby;Contribute to open-source projects;Bootstrapping a business;Professional development or self-paced learning from online courses;School or academic work,
80774,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10 to 19 employees,2,3,"Developer, full-stack",9413.0,HTML/CSS;JavaScript;PHP;SQL;TypeScript,C#;HTML/CSS;JavaScript;PHP;SQL,MariaDB;MySQL;Oracle,MariaDB;MySQL,Heroku,,AngularJS;Laravel;Vue.js,AngularJS;ASP.NET CORE;Laravel;Vue.js,Android Studio;Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Ubuntu,18-24 years old,.NET Framework (1.0 - 4.8),.NET (5+) ,Freelance/contract work,
80822,I am a developer by profession,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,24,27,"Developer, desktop or enterprise applications",17244.0,Delphi;SQL,Delphi;Python;SQL,PostgreSQL;SQLite,PostgreSQL;SQLite,,,Laravel;React,Laravel;React,"Android Studio;Rad Studio (Delphi, C++ Builder);Xcode","Android Studio;Jupyter Notebook/JupyterLab;Rad Studio (Delphi, C++ Builder);Xcode",Windows,35-44 years old,React Native,NumPy;Pandas;React Native;Scikit-Learn,I don’t code outside of work,
80839,I am a developer by profession,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20 to 99 employees,1,3,"Developer, front-end",17669.0,Elixir;HTML/CSS;JavaScript;SQL;TypeScript,Elixir;HTML/CSS;JavaScript;Lua;SQL;TypeScript,MongoDB;PostgreSQL,Cloud Firestore;MongoDB;PostgreSQL;Redis;SQLite;Supabase,Cloudflare;Netlify,Cloudflare;Firebase;Fly.io;Netlify;Vercel,Fastify;Node.js;Nuxt.js;Phoenix;Vue.js,Deno;Elm;Express;Fastify;Node.js;Nuxt.js;Phoenix;Qwik;Svelte;Vue.js,Neovim;Visual Studio Code,Visual Studio Code,Ubuntu,18-24 years old,,,Hobby;Professional development or self-paced learning from online courses,
80855,I code primarily as a hobby,"Student, full-time",Primary/elementary school,,,3,,,Java;JavaScript;SQL,C#;HTML/CSS;Java;SQL;TypeScript,MySQL,Cassandra;MongoDB;MySQL;PostgreSQL,Microsoft Azure,Amazon Web Services (AWS);Heroku;Oracle Cloud Infrastructure (OCI);Vercel,Spring Boot,Angular;Django;Node.js;Spring Boot,IntelliJ IDEA;Visual Studio Code,IntelliJ IDEA;Vim;Visual Studio Code,Other Linux-based;Ubuntu;Windows,Under 18 years old,,,,
80868,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,"Just me - I am a freelancer, sole proprietor, etc.",3,4,"Developer, full-stack",14201.0,Go;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Go;HTML/CSS;JavaScript;SQL;TypeScript,MongoDB;MySQL,MySQL,Amazon Web Services (AWS);Firebase;Google Cloud;Vercel,"Amazon Web Services (AWS);Linode, now Akamai;Vercel",Next.js;Node.js;React,Next.js;Node.js;React,Visual Studio Code,Neovim;Visual Studio Code,Arch,18-24 years old,,,Hobby;Bootstrapping a business;Professional development or self-paced learning from online courses,
80922,I am a developer by profession,"Employed, full-time",Some college/university study without earning a degree,500 to 999 employees,35,40,"Developer, full-stack",6492.0,HTML/CSS;JavaScript;PHP,C#;Delphi;HTML/CSS;JavaScript;PHP,MariaDB;MySQL,Firebird;MariaDB;MySQL;PostgreSQL;SQLite,Digital Ocean;Managed Hosting,Managed Hosting,jQuery,jQuery,Netbeans;PhpStorm;Sublime Text,"Netbeans;PhpStorm;Rad Studio (Delphi, C++ Builder);Sublime Text",Android;iOS;Other Linux-based;Ubuntu;Windows,55-64 years old,,,Bootstrapping a business,
80948,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,"Just me - I am a freelancer, sole proprietor, etc.",1,5,"Developer, full-stack",,C#;HTML/CSS;JavaScript;Python,C;C#;C++;Python,,,Google Cloud;Heroku,Google Cloud;Managed Hosting,Node.js,ASP.NET;ASP.NET CORE;WordPress,Notepad++;PyCharm;Visual Studio;Visual Studio Code,Notepad++;PyCharm;Visual Studio;Visual Studio Code,Ubuntu;Windows,Under 18 years old,.NET (5+) ;NumPy;OpenGL,.NET (5+) ;NumPy;OpenGL,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses,
